ATT&CK Mitigation ID,ATT&CK Mitigation Name,ATT&CK Mitigation Description,STIX ID,URL,Created,Last Modified,Domain,Version,Type
M1035,Limit Access to Resource Over Network,"Prevent access to file shares, remote access to systems, unnecessary services. Mechanisms to limit access may include use of network concentrators, RDP gateways, etc.",course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,https://attack.mitre.org/mitigations/M1035,11 June 2019,09 June 2020,enterprise-attack,1.0,Enterprise
M1036,Account Use Policies,"Configure features related to account use like login attempt lockouts, specific login times, etc.",course-of-action--f9f9e6ef-bc0a-41ad-ba11-0924e5e84c4c,https://attack.mitre.org/mitigations/M1036,11 June 2019,21 October 2022,enterprise-attack,1.0,Enterprise
M1037,Filter Network Traffic,Use network appliances to filter ingress or egress traffic and perform protocol-based filtering. Configure software on endpoints to filter network traffic.,course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,https://attack.mitre.org/mitigations/M1037,11 June 2019,20 June 2020,enterprise-attack,1.1,Enterprise
M1038,Execution Prevention,"Block execution of code on a system through application control, and/or script blocking.",course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,https://attack.mitre.org/mitigations/M1038,11 June 2019,28 February 2022,enterprise-attack,1.2,Enterprise
M1039,Environment Variable Permissions,Prevent modification of environment variables by unauthorized users and groups.,course-of-action--609191bf-7d06-40e4-b1f8-9e11eb3ff8a6,https://attack.mitre.org/mitigations/M1039,11 June 2019,11 June 2019,enterprise-attack,1.0,Enterprise
M1040,Behavior Prevention on Endpoint,"Use capabilities to prevent suspicious behavior patterns from occurring on endpoint systems. This could include suspicious process, file, API call, etc. behavior.",course-of-action--90f39ee1-d5a3-4aaa-9f28-3b42815b0d46,https://attack.mitre.org/mitigations/M1040,11 June 2019,11 June 2019,enterprise-attack,1.0,Enterprise
M1041,Encrypt Sensitive Information,Protect sensitive information with strong encryption.,course-of-action--feff9142-e8c2-46f4-842b-bd6fb3d41157,https://attack.mitre.org/mitigations/M1041,11 June 2019,11 June 2019,enterprise-attack,1.0,Enterprise
M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,https://attack.mitre.org/mitigations/M1042,11 June 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1043,Credential Access Protection,Use capabilities to prevent successful credential access by adversaries; including blocking forms of credential dumping.,course-of-action--49c06d54-9002-491d-9147-8efb537fbd26,https://attack.mitre.org/mitigations/M1043,11 June 2019,21 October 2022,enterprise-attack,1.1,Enterprise
M1044,Restrict Library Loading,Prevent abuse of library loading mechanisms in the operating system and software to load untrusted code by configuring appropriate library loading mechanisms and investigating potential vulnerable software.,course-of-action--e8242a33-481c-4891-af63-4cf3e4cf6aff,https://attack.mitre.org/mitigations/M1044,11 June 2019,11 June 2019,enterprise-attack,1.0,Enterprise
M1045,Code Signing,Enforce binary and application integrity with digital signature verification to prevent untrusted code from executing.,course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,https://attack.mitre.org/mitigations/M1045,11 June 2019,20 May 2020,enterprise-attack,1.1,Enterprise
M1046,Boot Integrity,Use secure methods to boot a system and verify the integrity of the operating system and loading mechanisms.,course-of-action--7da0387c-ba92-4553-b291-b636ee42b2eb,https://attack.mitre.org/mitigations/M1046,11 June 2019,19 May 2020,enterprise-attack,1.0,Enterprise
M1047,Audit,"Perform audits or scans of systems, permissions, insecure software, insecure configurations, etc. to identify potential weaknesses.",course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,https://attack.mitre.org/mitigations/M1047,11 June 2019,31 March 2023,enterprise-attack,1.2,Enterprise
M1048,Application Isolation and Sandboxing,Restrict execution of code to a virtual environment on or in transit to an endpoint system.,course-of-action--b9f0c069-abbe-4a07-a245-2481219a1463,https://attack.mitre.org/mitigations/M1048,11 June 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1049,Antivirus/Antimalware,Use signatures or heuristics to detect malicious software.,course-of-action--a6a47a06-08fc-4ec4-bdc3-20373375ebb9,https://attack.mitre.org/mitigations/M1049,11 June 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1050,Exploit Protection,Use capabilities to detect and block conditions that may lead to or be indicative of a software exploit occurring.,course-of-action--d2a24649-9694-4c97-9c62-ce7b270bf6a3,https://attack.mitre.org/mitigations/M1050,11 June 2019,20 June 2020,enterprise-attack,1.1,Enterprise
M1051,Update Software,Perform regular software updates to mitigate exploitation risk.,course-of-action--e5d930e9-775a-40ad-9bdb-b941d8dfe86b,https://attack.mitre.org/mitigations/M1051,11 June 2019,07 July 2020,enterprise-attack,1.0,Enterprise
M1052,User Account Control,Configure Windows User Account Control to mitigate risk of adversaries obtaining elevated process access.,course-of-action--2c2ad92a-d710-41ab-a996-1db143bb4808,https://attack.mitre.org/mitigations/M1052,11 June 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1053,Data Backup,Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.,course-of-action--3efe43d1-6f3f-4fcb-ab39-4a730971f70b,https://attack.mitre.org/mitigations/M1053,19 July 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1054,Software Configuration,Implement configuration changes to software (other than the operating system) to mitigate security risks associated to how the software operates.,course-of-action--b5dbb4c5-b0b1-40b1-80b6-e9e84ab90067,https://attack.mitre.org/mitigations/M1054,19 July 2019,31 March 2020,enterprise-attack,1.1,Enterprise
M1055,Do Not Mitigate,This category is to associate techniques that mitigation might increase risk of compromise and therefore mitigation is not recommended.,course-of-action--787fb64d-c87b-4ee5-a341-0ef17ec4c15c,https://attack.mitre.org/mitigations/M1055,19 July 2019,23 July 2019,enterprise-attack,1.0,Enterprise
M1056,Pre-compromise,"This category is used for any applicable mitigation activities that apply to techniques occurring before an adversary gains Initial Access, such as Reconnaissance and Resource Development techniques.",course-of-action--78bb71be-92b4-46de-acd6-5f998fedf1cc,https://attack.mitre.org/mitigations/M1056,19 October 2020,20 October 2020,enterprise-attack,1.0,Enterprise
M1057,Data Loss Prevention,"Use a data loss prevention (DLP) strategy to categorize sensitive data, identify data formats indicative of personal identifiable information (PII), and restrict exfiltration of sensitive data.(Citation: PurpleSec Data Loss Prevention)",course-of-action--65401701-019d-44ff-b223-08d520bb0e7b,https://attack.mitre.org/mitigations/M1057,04 August 2021,30 August 2021,enterprise-attack,1.0,Enterprise
M1058,Antivirus/Antimalware,"Mobile security products, such as Mobile Threat Defense (MTD), offer various device-based mitigations against certain behaviors.",course-of-action--78671282-26aa-486c-a7a5-5921e1616b58,https://attack.mitre.org/mitigations/M1058,21 September 2023,21 September 2023,mobile-attack,1.0,Mobile
CM1101,Present Deceptive Information,"Present deceptive information about systems, data, processes, and users. Monitor uses or search for presence of that information.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1102,Maintain Deception Environment,"Maintain a distinct subsystem or a set of components specifically designed to be the target of malicious attacks for detecting, deflecting, and analyzing such attacks.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1103,Detonation Chamber,Use a dynamic execution environment to handle potentially harmful incoming data.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1104,Passive Decoys,"Use a factitious system or resource to decoy adversary attacks away from operational resources, to increase the adversary’s workload, or to observe adversary activities.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1105,Component Provenance Validation,Validate the provenance of system components.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1106,Supply Chain Diversity,Provide multiple distinct supply chains for system components.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1107,Adversarial Simulation,Simulate adversary activities to test the effectiveness of system protections and detection mechanisms.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1108,Dynamically Restrict Traffic or Isolate Resources,Dynamically reconfigure networks to restrict network traffic or isolate resources.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1109,Virtual Sandbox,"Use virtualization to create a controlled execution environment, which is expunged after execution terminates.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1110,Application- or Utility-Specific Data Removal,"Analyze files and data structures specific to an application or utility for anomalies, and delete them.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1111,Execution Restriction,"Restrict the sources of executables and the locations in which execution can occur, or implement other constraints on execution access.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1112,Covert Signaling,Use hidden logic to enable exfiltrated data to signal its location or embed hidden data that can be the subject of a search.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1113,Present Decoy Data,"Present plausible but factitious data assets to attract the adversary. Monitor uses of those assets, or search for the presence of decoy information.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1114,Fragment Information,"Fragment information, and distribute it across multiple locations.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1115,Lock Down Thin Nodes,"Minimize local functionality, and disallow writable storage.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1116,Dynamic Data Location,Dynamically move data resources.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1117,Dynamic Account Management,Dynamically update an account’s authorizations or privileges.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1118,Partition Host,"Partition a host (e.g., server, endpoint system) into separate logical domains.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1119,Minimize Local Functionality,Construct or configure systems or applications to minimize their inherent functionality.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1120,Trusted Path,Provide an isolated communications path between the user and security functions.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1121,Dynamically Disable or Suspend,Terminate processes or disable capabilities upon triggering conditions.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1122,Perform Mission Damage Assessment,"Determine the mission consequences of adversary activities (e.g., which resources can be relied on; how quickly, how completely, and with what confidence mission-essential services, data, and communications can be restored from backups or alternative resources).",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1123,Active Decoys,"Use one or more factitious systems or other resources to identify malicious sites, interact with the adversary, actively probe for malicious code, and observe adversary TTPs.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1124,Minimize Data Retention or Lifespan,"Minimize the lifespan or retention of data, and ensure that deleted data cannot be retrieved.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1125,Authenticate Devices,Authenticate a device before establishing a connection to it.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1126,Enhanced Authentication,"Use situation-specific, risk- adaptive, or out-of-band authentication.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1127,Minimize Duration of Connection or Session,"Minimize the time period for which a connection remains open or a session remains active, requiring reauthorization to reestablish connectivity.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1128,Design Diversity,Use multiple designs to implement the same functionality.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1129,Check Policy Consistency,"Ensure that policies are applied consistently across systems, applications, and services.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1130,Validate Data Quality,"Validate data quality (e.g., integrity, consistency, correctness).",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1131,Active Deception,"Maintain an internal deception environment, divert suspicious traffic to that environment, and interact with and analyze behavior to determine whether it is malicious and whether to investigate adversary TTPs.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1132,Quarantine or Delete Suspicious Files,Move and make inaccessible or delete suspicious files.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1133,Isolate or Contain Selected Applications or Components,"Isolate or contain (e.g., using internal firewalls or virtual environments) selected applications or components based on risk profiles.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1134,Refresh Selected Applications or Components,"Refresh software, firmware, or data from a trusted source.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1135,Hide Sensitive Information,"Conceal (e.g., via encryption or data hiding) or remove sensitive information (including metadata).",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1136,Identify External Malware,Identify and redirect malware found on external systems.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1137,Validate Data Properties,"Validate data properties (including binaries, metadata, and cryptographic bindings) to defend against modification or fabrication.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1138,Switch to Alternative Data Sources,Switch to one or more alternative data sources to ensure adequate data quality or rebuild destroyed data.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1139,Dynamically Reprovision,Reconfigure or reallocate resources to route around damage.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1140,Use Alternate Communications,Use alternative communications paths.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1141,Reconstruct Compromised Assets,"Reconstruct assets (e.g., files, software components) that have been damaged, destroyed, or modified in a way that makes them suspect.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1142,Switch to Protected Hot Shadow,"Switch (failover) to a duplicate system in a protected enclave that, subject to additional quality controls on data and software updates, mirrors the system that has been compromised.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1143,Switch to Alternate System or Component,Switch (failover) to another system or system component that provides approximately the same functionality in a different way.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1144,Activate Alternate,"Activate an alternate system or system component (e.g., from a war-time reserve) that provides approximately the same function in a novel or specialized way, and failover.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1145,Defend Failover and Recovery,Increase sensor activity and restrict privileges to defend against an adversary taking advantage of failover or recovery activities.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1146,Refresh Sessions or Connections,Terminate and re-establish sessions or network connections unpredictably to disrupt adversary use.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1147,Defend Against DoS,Adapt to reduce the impacts of denial-of-service attacks.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1148,Conceal or Randomize Network Traffic,Conceal (via encryption or insertion of fabricated traffic) or randomize network traffic patterns.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1149,Lock Down Visibility or Access,Restrict the visibility of or access to data based on the nature or attributes of that data.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1150,Dynamically Relocate and Refresh Processing,Suspend a process and re- instantiate it in a different location.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1151,Defend Enclave Boundaries,"Maintain distinct enclaves based on security characteristics, and use stringent filtering to defend the enclave boundary.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1152,Defend Against Memory Attacks,Provide defenses against attacks against system memory.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1153,Modulate Information Flows,Use controlled interfaces and communication paths to provide access to risky capabilities or filter communications between enclaves.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1154,Hardware-Based Protection of Firmware,Use hardware-based protections for firmware.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1155,Validate Output Data,Validate information output from processes or applications against defined criteria.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1156,Physically Relocate Resources,"Physically move resources (e.g., storage devices, servers, end-user devices) with concomitant changes to network location.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1157,Defend Against Data Mining,"Enforce access restrictions, and provide alerting to defend against data mining.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1158,Defend Audit Data,Provide mechanisms to protect audit data from modification or observation.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1159,Enhance User Preparedness,"Keep users, administrators, and operators aware of existing and emerging threats and attack techniques that they can counter in practice.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1160,Conceal Resources from Discovery,"Protect the network addresses of system components that are part of managed interfaces from discovery through common tools and techniques, such as hiding or relocation.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1161,Collaborate to Counter Adversaries,Collaborate with other entities to counter adversary activities.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1162,Restrict Supply Chain Exposures,Limit an adversary’s ability to determine or manipulate the organization’s cyber supply chain.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1163,Redefine System,"Redefine the system in terms of components, interfaces, and dependencies.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1164,Calibrate Administrative Access,Configure administrator access to resources based on active defense strategies.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1301,Dynamic Threat Awareness and Response,Use awareness of the current threat landscape to inform threat hunting and threat-adaptive defenses.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1302,Mission-Oriented Cyber Situational Awareness,Maintain awareness of mission dependencies and the current status of mission-critical assets to inform threat-adaptive responses.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1303,Integrated Non- Disruptive Response,Integrate automated and human- directed response to suspicious events to minimize disruption.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1304,Enhance via Unpredictability,Enhance the effectiveness of defender actions by using capabilities unpredictably or by adding noise or false information to query responses.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1305,Enhance via Heterogeneity,Increase barriers to adversary effectiveness by providing architecturally diverse system components.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1306,Lock Down Usage,"Restrict access to applications and configurations as part of the installation process, and narrowly restrict modifications or other uses of privileged functions.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1307,Enhance via Layered Protections,Provide similar capabilities or mechanisms at multiple architectural layers.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1308,Separate Environments with Specific Risks,Provide environments separate from the operational environment for activities with specific risks.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1309,Vulnerability- Oriented Cyber Situational Awareness,Maintain awareness of the vulnerability posture over time to inform the calibration of detection and proactive responses.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1310,Protect Distributed Processing and Storage,Provide supporting protections for distributed processing and distributed or replicated storage.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1311,Enhance via Isolation,Enhance the effectiveness of or confidence in security functions via system mechanisms for isolation.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1312,Enhance Isolation via Hardware Features,Enhance the effectiveness of or confidence in isolation by using underlying hardware features.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1313,Validate or Assess Control Effectiveness in Practice,Validate or assess the effectiveness of controls as implemented and used in practice.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1314,Enhance via Automation,Use automation to increase the effectiveness or quality of capabilities or practices.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1315,Maintain a War- Time Reserve,"Maintain a reserve of critical components, both special-purpose and acquired, for use in a crisis situation.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM1316,Enhance via Coordination,Coordinate across the organization and with external stakeholders to increase the effectiveness or timeliness of responsive capabilities and practices.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2002,Inspect and Analyze Network Traffic,"Analyze network traffic for unusual data flows. Traffic inspection and analysis can be performed at the enterprise boundary, at internal boundaries between enclaves, or within enclaves.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2003,Endpoint Behavior Analysis,"Analyze the behavior of endpoint (i.e., end-user, client) systems for anomalous behavior.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2004,Monitor Logs,Monitor system and application logs for anomalous or suspicious behavior.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2005,Analyze Logs,Analyze logs (individually or with some correlation across logs) for anomalous or suspicious patterns of behavior.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2006,Analyze File Contents,Analyze the contents of specific files or types of files for suspicious contents.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2007,Host Event Detection,"Detect anomalous or unauthorized events on hosts (e.g., servers, endpoint systems).",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2008,Removable Device Usage Detection,Detect anomalous or unauthorized events involving the use of removable devices.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2009,Software Integrity Check,"Perform integrity checks (e.g., using checksums, hashes, or digital signatures) on software, software certificates, or metadata.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2010,Software Stress Testing,"Perform software stress testing (e.g., using out-of-bounds input values) prior to installation.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2011,Physical Inspection,Perform a physical inspection of hardware components for indicators of tampering.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2012,Monitor Trusted Parties,"Monitor the behavior and status (e.g., change in ownership) of second or third parties.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2013,Cross-Enterprise Account Usage Analysis,Analyze user account usage across the enterprise for anomalies or suspicious behavior.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2014,Process Analysis,"Analyze process attributes or behavior for indications of unusual, unauthorized, or suspicious use.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2015,Process Monitoring,"Monitor the behavior of processes for indications of unusual, unauthorized, or suspicious use.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2016,Cloud Account Monitoring,"Monitor activity associated with cloud accounts for indications of unusual, unauthorized, or suspicious use.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2017,Privileged Account Monitoring,Monitor and analyze activity associated with privileged accounts for indications of unusual or suspicious use.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2018,Cross-Enterprise Behavior Analysis,Correlate and analyze the behavior of multiple systems.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2019,Endpoint Scrutiny,Scrutinize the contents and behavior patterns of an endpoint system.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2020,Application- or Utility-Specific Monitoring,Monitor and analyze events in the context of a specific application or utility.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2021,Account Monitoring,Monitor and analyze activity associated with user accounts for indications of unusual or suspicious use.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2022,Host-Local Event Correlation,Correlate and analyze events occurring on a single host.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2023,Centralize and Analyze Instance Logging,Centralize instance logging in a cloud or container environment and analyze.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2029,Monitor Script Execution,Monitor for the execution of scripts that are unknown or used in suspicious ways.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2030,Monitor and Analyze API Use,Monitor and analyze uses of application interfaces (APIs).,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2033,Monitor the File System,Monitor the file system to identify the unexpected presence and atypical use of specific types of files or atypical patterns of access.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2034,Monitor Specific Servers,Monitor specific servers for anomalous or suspicious uses or access attempts.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2035,Monitor Specific Files,Monitor the use of specific files or directories for anomalous or suspicious uses or access attempts.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2038,Monitor Command Line Use,Monitor command line interface use for common utilities (part of the system or installed by an adversary) and suspicious behavior.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2040,Monitor Use of Libraries and Utilities,Monitor the use of libraries and utilities that are commonly used to support adversary actions.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2041,Analyze Network Traffic Content,Analyze the contents of network traffic.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2042,Analyze Outgoing Traffic Patterns,Analyze outgoing traffic for patterns of behavior that indicate adversary communications.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2043,Monitor External Sources,"Monitor and analyze external information sources for indicators of adversary activities, especially those targeting the organization.",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2044,Monitor Platform Status,"Monitor the status of platforms (e.g., user endpoints, servers, network devices).",,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2047,Monitor Network Usage,Monitor network usage for anomalous behavior.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
CM2048,Hunt for Malicious Processes,Hunt for applications or processes that display specific malicious or suspect behaviors.,,https://csrc.nist.gov/pubs/sp/800/160/v2/r1/final,,,,,Candidate
